Gen_Index,zone,capacity,Ramp_Rate,Ramp_Start,Ramp_Shutdown
Richland 3,EAST,18.0,3.6,17.099999999999998,1.8
Richland 1,EAST,15.0,3.0,14.25,1.5
Stryker 1,EAST,0.0,3.8000000000000003,18.05,1.9000000000000001
Brunot Island 1A,EAST,0.0,4.0,19.0,2.0
Brunot Island 1B,EAST,0.0,4.0,19.0,2.0
Brunot Island 1C,EAST,0.0,4.0,19.0,2.0
Brunot Island 2B,EAST,0.0,11.600000000000001,55.099999999999994,5.800000000000001
Brunot Island 4,EAST,0.0,29.400000000000002,139.65,14.700000000000001
Brunot Island 2A,EAST,0.0,11.600000000000001,55.099999999999994,5.800000000000001
Brunot Island 3,EAST,0.0,11.600000000000001,55.099999999999994,5.800000000000001
Elrama 4,EAST,0.0,35.0,166.25,17.5
Elrama 1,EAST,0.0,19.22,91.29499999999999,9.61
Elrama 3,EAST,0.0,22.02,104.59499999999998,11.01
Elrama 2,EAST,0.0,19.62,93.195,9.81
Hamilton 1,EAST,0.0,5.2,24.7,2.6
Hunterstown 3,EAST,0.0,5.4,25.65,2.7
Hunterstown 2,EAST,0.0,5.4,25.65,2.7
Hunterstown 1,EAST,0.0,5.4,25.65,2.7
Mountain 2,EAST,0.0,5.4,25.65,2.7
Mountain 1,EAST,0.0,5.4,25.65,2.7
Orrtanna 1,EAST,0.0,5.2,24.7,2.6
Portland 4,EAST,26.0,5.2,24.7,2.6
Portland 1,EAST,158.0,31.6,150.1,15.8
Portland 2,EAST,243.0,48.6,230.85,24.3
Portland 3,EAST,19.0,3.8000000000000003,18.05,1.9000000000000001
Portland 5,EAST,156.0,31.200000000000003,148.2,15.600000000000001
Shawnee 1,EAST,26.0,5.2,24.7,2.6
Titus 5,EAST,0.0,4.0,19.0,2.0
Titus 4,EAST,0.0,3.8000000000000003,18.05,1.9000000000000001
Tolna 2,EAST,0.0,5.4,25.65,2.7
Tolna 1,EAST,0.0,5.4,25.65,2.7
York Haven Hydro,EAST,0.0,3.8000000000000003,18.05,1.9000000000000001
Conemaugh Diesel B,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Conemaugh Diesel D,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Conemaugh Diesel A,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Conemaugh 2,EAST,0.0,170.0,807.5,85.0
Conemaugh Diesel C,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Conemaugh 1,EAST,0.0,170.08,807.88,85.04
Blossburg CT,EAST,0.0,5.2,24.7,2.6
Homer City 3,EAST,0.0,130.0,617.5,65.0
Homer City 2,EAST,0.0,122.80000000000001,583.3,61.400000000000006
Homer City 1,EAST,0.0,124.0,589.0,62.0
Piney 2,EAST,0.0,1.8,8.549999999999999,0.9
Piney 1,EAST,0.0,1.8,8.549999999999999,0.9
Piney 3,EAST,0.0,1.8,8.549999999999999,0.9
Seward 1,EAST,0.0,105.0,498.75,52.5
Shawville 3,EAST,0.0,36.0,171.0,18.0
Shawville 7,EAST,0.0,0.4,1.9,0.2
Shawville 5,EAST,0.0,0.4,1.9,0.2
Shawville 1,EAST,0.0,25.6,121.6,12.8
Shawville 6,EAST,0.0,0.4,1.9,0.2
Shawville 4,EAST,0.0,36.0,171.0,18.0
Shawville 2,EAST,0.0,26.0,123.5,13.0
Warren CT,EAST,0.0,15.8,75.05,7.9
Keystone 2,EAST,0.0,170.08,807.88,85.04
Keystone Diesel 6,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Keystone 1,EAST,0.0,170.0,807.5,85.0
Keystone Diesel 5,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Keystone Diesel 3,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Keystone Diesel 4,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
New Castle 5,EAST,140.0,28.0,133.0,14.0
New Castle 4,EAST,97.1,19.42,92.24499999999999,9.71
New Castle 3,EAST,95.1,19.02,90.34499999999998,9.51
New Castle EMD B,EAST,3.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
New Castle EMD A,EAST,3.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Allentown 4,EAST,0.0,3.6,17.099999999999998,1.8
Allentown 2,EAST,0.0,3.6,17.099999999999998,1.8
Allentown 1,EAST,0.0,3.6,17.099999999999998,1.8
Allentown 3,EAST,0.0,3.6,17.099999999999998,1.8
Brunner Island Diesel 1,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Brunner Island Diesel 3,EAST,0.0,0.44000000000000006,2.09,0.22000000000000003
Brunner Island 2,EAST,0.0,78.0,370.5,39.0
Brunner Island 3,EAST,0.0,149.8,711.55,74.9
Brunner Island Diesel 2,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Brunner Island 1,EAST,0.0,66.8,317.3,33.4
Fishbach 2,EAST,0.0,3.6,17.099999999999998,1.8
Fishbach 1,EAST,0.0,3.6,17.099999999999998,1.8
Harrisburg 1,EAST,0.0,3.6,17.099999999999998,1.8
Harrisburg 4,EAST,0.0,3.6,17.099999999999998,1.8
Harrisburg 3,EAST,0.0,3.6,17.099999999999998,1.8
Harrisburg 2,EAST,0.0,3.6,17.099999999999998,1.8
Harwood 1,EAST,0.0,3.6,17.099999999999998,1.8
Harwood 2,EAST,0.0,3.6,17.099999999999998,1.8
Holtwood 01,EAST,0.0,2.0,9.5,1.0
Holtwood 03,EAST,0.0,2.54,12.065,1.27
Holtwood 13,EAST,0.0,0.25,1.1875,0.125
Holtwood 02,EAST,0.0,2.34,11.114999999999998,1.17
Holtwood 05,EAST,0.0,2.42,11.495,1.21
Holtwood 11,EAST,0.0,0.25,1.1875,0.125
Holtwood 04,EAST,0.0,2.2399999999999998,10.639999999999999,1.1199999999999999
Holtwood 08,EAST,0.0,2.2,10.45,1.1
Holtwood 09,EAST,0.0,2.64,12.54,1.32
Holtwood 06,EAST,0.0,2.5,11.875,1.25
Holtwood 10,EAST,0.0,2.64,12.54,1.32
Holtwood 07,EAST,0.0,2.2800000000000002,10.83,1.1400000000000001
Jenkins(Georgetown) 2,EAST,0.0,3.6,17.099999999999998,1.8
Jenkins(Georgetown) 1,EAST,0.0,3.6,17.099999999999998,1.8
Lockhaven 1,EAST,0.0,3.6,17.099999999999998,1.8
Martins Creek CTG 3,EAST,24.0,4.800000000000001,22.799999999999997,2.4000000000000004
Martins Creek CTG 4,EAST,24.0,4.800000000000001,22.799999999999997,2.4000000000000004
Martins Creek 4,EAST,850.0,170.0,807.5,85.0
Martins Creek CTG 2,EAST,24.0,4.800000000000001,22.799999999999997,2.4000000000000004
Martins Creek CTG 1,EAST,24.0,4.800000000000001,22.799999999999997,2.4000000000000004
Martins Creek 3,EAST,850.0,170.0,807.5,85.0
Montour 2,EAST,0.0,153.20000000000002,727.6999999999999,76.60000000000001
Montour 1,EAST,0.0,152.20000000000002,722.9499999999999,76.10000000000001
Montour ATG,EAST,0.0,3.0,14.25,1.5
Sunbury CTG 2,EAST,0.0,4.800000000000001,22.799999999999997,2.4000000000000004
Sunbury Diesel 1,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Sunbury Diesel 2,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Sunbury 1,EAST,0.0,15.200000000000001,72.2,7.6000000000000005
Sunbury CTG 1,EAST,0.0,4.800000000000001,22.799999999999997,2.4000000000000004
Sunbury 2,EAST,0.0,15.200000000000001,72.2,7.6000000000000005
Sunbury 4,EAST,0.0,26.8,127.3,13.4
Sunbury 3,EAST,0.0,20.6,97.85,10.3
Wallenpaupack 2,EAST,0.0,4.4,20.9,2.2
Wallenpaupack 1,EAST,0.0,4.4,20.9,2.2
West Shore 1,EAST,0.0,3.6,17.099999999999998,1.8
West Shore 2,EAST,0.0,3.6,17.099999999999998,1.8
Williamsport 1,EAST,0.0,3.6,17.099999999999998,1.8
Williamsport 2,EAST,0.0,3.6,17.099999999999998,1.8
Chester 9,EAST,18.0,3.6,17.099999999999998,1.8
Chester 8,EAST,18.0,3.6,17.099999999999998,1.8
Chester 7,EAST,18.0,3.6,17.099999999999998,1.8
Delaware 12,EAST,18.0,3.6,17.099999999999998,1.8
Delaware 11,EAST,18.0,3.6,17.099999999999998,1.8
Delaware 09,EAST,20.0,4.0,19.0,2.0
Delaware 10,EAST,18.0,3.6,17.099999999999998,1.8
Eddystone 10,EAST,18.0,3.6,17.099999999999998,1.8
Eddystone 30,EAST,20.0,4.0,19.0,2.0
Eddystone 20,EAST,18.0,3.6,17.099999999999998,1.8
Eddystone 04,EAST,380.0,76.0,361.0,38.0
Eddystone 40,EAST,20.0,4.0,19.0,2.0
Eddystone 03,EAST,380.0,76.0,361.0,38.0
Falls 2,EAST,20.0,4.0,19.0,2.0
Falls 1,EAST,20.0,4.0,19.0,2.0
Falls 3,EAST,20.0,4.0,19.0,2.0
Moser 2,EAST,20.0,4.0,19.0,2.0
Moser 3,EAST,20.0,4.0,19.0,2.0
Moser 1,EAST,20.0,4.0,19.0,2.0
Muddy Run 2,EAST,0.0,26.6,126.35,13.3
Muddy Run 3,EAST,0.0,26.8,127.3,13.4
Muddy Run 1,EAST,0.0,26.8,127.3,13.4
Muddy Run 4,EAST,0.0,26.8,127.3,13.4
Muddy Run 5,EAST,0.0,26.8,127.3,13.4
Muddy Run 7,EAST,0.0,26.8,127.3,13.4
Muddy Run 8,EAST,0.0,26.8,127.3,13.4
Muddy Run 6,EAST,0.0,26.6,126.35,13.3
Peach Bottom 3,EAST,0.0,245.34000000000003,1165.365,122.67000000000002
Peach Bottom 2,EAST,0.0,244.74,1162.515,122.37
Richmond 91,EAST,66.0,13.200000000000001,62.699999999999996,6.6000000000000005
Richmond 92,EAST,66.0,13.200000000000001,62.699999999999996,6.6000000000000005
Schuylkill 10,EAST,18.0,3.6,17.099999999999998,1.8
Schuylkill 11,EAST,20.0,4.0,19.0,2.0
Southwark 6,EAST,18.0,3.6,17.099999999999998,1.8
Southwark 3,EAST,18.0,3.6,17.099999999999998,1.8
Southwark 4,EAST,18.0,3.6,17.099999999999998,1.8
Southwark 5,EAST,18.0,3.6,17.099999999999998,1.8
Safe Harbor 08,EAST,0.0,7.5,35.625,3.75
Safe Harbor 05,EAST,0.0,6.6000000000000005,31.349999999999998,3.3000000000000003
Safe Harbor 10,EAST,0.0,7.7,36.574999999999996,3.85
Safe Harbor 09,EAST,0.0,7.7,36.574999999999996,3.85
Safe Harbor 07,EAST,0.0,6.5,30.875,3.25
Safe Harbor 01,EAST,0.0,6.4,30.4,3.2
Safe Harbor 11,EAST,0.0,7.6000000000000005,36.1,3.8000000000000003
Safe Harbor 06,EAST,0.0,6.4,30.4,3.2
Safe Harbor 12,EAST,0.0,7.7,36.574999999999996,3.85
Safe Harbor 04,EAST,0.0,6.4,30.4,3.2
Safe Harbor 02,EAST,0.0,6.4,30.4,3.2
Safe Harbor 03,EAST,0.0,6.6000000000000005,31.349999999999998,3.3000000000000003
Hunlock 3,EAST,0.0,5.800000000000001,27.549999999999997,2.9000000000000004
Hunlock 5,EAST,0.0,9.600000000000001,45.599999999999994,4.800000000000001
Hunlock 6,EAST,0.0,9.600000000000001,45.599999999999994,4.800000000000001
Cordell Hull 3,EAST,0.0,6.6000000000000005,31.349999999999998,3.3000000000000003
Cordell Hull 1,EAST,0.0,6.6000000000000005,31.349999999999998,3.3000000000000003
Cordell Hull 2,EAST,0.0,6.6000000000000005,31.349999999999998,3.3000000000000003
Dale Hollow 3,EAST,0.0,3.6,17.099999999999998,1.8
Dale Hollow 2,EAST,0.0,3.6,17.099999999999998,1.8
Dale Hollow 1,EAST,0.0,3.6,17.099999999999998,1.8
Old Hickory 1,EAST,0.0,5.0,23.75,2.5
Old Hickory 2,EAST,0.0,5.0,23.75,2.5
Old Hickory 3,EAST,0.0,5.0,23.75,2.5
Old Hickory 4,EAST,0.0,5.0,23.75,2.5
J Percy Priest,EAST,0.0,5.6000000000000005,26.599999999999998,2.8000000000000003
Buck 1,EAST,0.7517069892473118,0.6000000000000001,2.8499999999999996,0.30000000000000004
Buck 3,EAST,1.510752688172043,0.6000000000000001,2.8499999999999996,0.30000000000000004
Buck 2,EAST,0.7443145161290323,0.6000000000000001,2.8499999999999996,0.30000000000000004
Byllesby 1,EAST,0.0,1.08,5.13,0.54
Byllesby 3,EAST,0.0,1.08,5.13,0.54
Byllesby 2,EAST,0.0,1.08,5.13,0.54
Byllesby 4,EAST,0.0,1.08,5.13,0.54
Claytor 2,EAST,0.0,3.7600000000000002,17.86,1.8800000000000001
Claytor 3,EAST,13.251344086021504,3.7600000000000002,17.86,1.8800000000000001
Claytor 4,EAST,6.899193548387097,3.7600000000000002,17.86,1.8800000000000001
Claytor 1,EAST,10.830645161290322,3.7600000000000002,17.86,1.8800000000000001
Clinch River 2,EAST,232.1,46.42,220.49499999999998,23.21
Clinch River 1,EAST,232.1,46.42,220.49499999999998,23.21
Clinch River 3,EAST,232.1,46.42,220.49499999999998,23.21
Glen Lyn 5,EAST,95.0,19.0,90.25,9.5
Glen Lyn 6,EAST,240.0,48.0,228.0,24.0
Leesville 2,EAST,0.0,5.0,23.75,2.5
Leesville 1,EAST,0.0,5.0,23.75,2.5
Niagara 1,EAST,1.4311827956989247,0.4,1.9,0.2
Niagara 2,EAST,0.0,0.4,1.9,0.2
Reusens 5,EAST,0.0,0.4,1.9,0.2
Reusens 2,EAST,0.0,0.4,1.9,0.2
Reusens 3,EAST,0.0,0.4,1.9,0.2
Reusens 4,EAST,0.0,0.4,1.9,0.2
Reusens 1,EAST,0.0,0.4,1.9,0.2
Smith Mtn 3,EAST,8.110215053763442,21.0,99.75,10.5
Smith Mtn 5,EAST,2.4086021505376345,14.0,66.5,7.0
Smith Mtn 1,EAST,3.307795698924731,14.0,66.5,7.0
Smith Mtn 4,EAST,0.0,37.0,175.75,18.5
Smith Mtn 2,EAST,29.376344086021508,37.0,175.75,18.5
Bayview 16,EAST,12.5,2.5,11.875,1.25
Tasley 10,EAST,33.0,6.6000000000000005,31.349999999999998,3.3000000000000003
Bremo 3,EAST,0.0,14.8,70.3,7.4
Bremo 4,EAST,0.0,32.0,152.0,16.0
Chesterfield 6,EAST,0.0,134.20000000000002,637.4499999999999,67.10000000000001
Chesterfield 4,EAST,0.0,34.2,162.45,17.1
Chesterfield 3,EAST,0.0,21.0,99.75,10.5
Chesterfield 5,EAST,0.0,67.36,319.96,33.68
Chesterfield 7,EAST,0.0,46.400000000000006,220.39999999999998,23.200000000000003
Chesterfield 8,EAST,0.0,47.0,223.25,23.5
Cushaw 1,EAST,2.186720430107527,0.4,1.9,0.2
Low Moor GT 1,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Low Moor GT 2,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Low Moor GT 4,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Low Moor GT 3,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Northern Neck GT 2,EAST,0.0,3.8000000000000003,18.05,1.9000000000000001
Northern Neck GT 3,EAST,0.0,3.8000000000000003,18.05,1.9000000000000001
Northern Neck GT 1,EAST,0.0,3.8000000000000003,18.05,1.9000000000000001
Northern Neck GT 4,EAST,0.0,3.8000000000000003,18.05,1.9000000000000001
Chesapeake GT4,EAST,0.0,3.6,17.099999999999998,1.8
Chesapeake GT1,EAST,0.0,3.8000000000000003,18.05,1.9000000000000001
Chesapeake 1,EAST,0.0,22.200000000000003,105.44999999999999,11.100000000000001
Chesapeake 2,EAST,0.0,22.200000000000003,105.44999999999999,11.100000000000001
Chesapeake GT6,EAST,0.0,3.6,17.099999999999998,1.8
Chesapeake 4,EAST,0.0,44.2,209.95,22.1
Chesapeake 3,EAST,0.0,32.4,153.9,16.2
Chesapeake GT2,EAST,0.0,3.6,17.099999999999998,1.8
Possum Point GT 2,EAST,0.0,3.2,15.2,1.6
Possum Point GT 4,EAST,0.0,3.2,15.2,1.6
Possum Point GT 1,EAST,0.0,3.2,15.2,1.6
Possum Point 5,EAST,0.0,158.22000000000003,751.545,79.11000000000001
Possum Point GT 3,EAST,0.0,3.2,15.2,1.6
Possum Point 4,EAST,0.0,44.2,209.95,22.1
Possum Point 3,EAST,0.0,21.0,99.75,10.5
Possum Point GT 6,EAST,0.0,3.2,15.2,1.6
Possum Point GT 5,EAST,0.0,3.2,15.2,1.6
Possum Point 6,EAST,0.0,122.0,579.5,61.0
Surry 2,EAST,0.0,173.62,824.6949999999999,86.81
Surry 1,EAST,0.0,172.62,819.9449999999999,86.31
Yorktown 1,EAST,0.0,32.6,154.85,16.3
Yorktown 2,EAST,0.0,34.4,163.4,17.2
Yorktown 3,EAST,0.0,164.0,779.0,82.0
Kerr Dam 2,EAST,0.0,8.4,39.9,4.2
Kerr Dam 5,EAST,0.0,8.4,39.9,4.2
Kerr Dam 4,EAST,0.0,8.4,39.9,4.2
Kerr Dam 3,EAST,0.0,8.4,39.9,4.2
Kerr Dam 6,EAST,0.0,8.4,39.9,4.2
Kerr Dam 7,EAST,0.0,8.4,39.9,4.2
Kerr Dam 1,EAST,0.0,3.0,14.25,1.5
Philpott 1,EAST,2.3315860215053763,1.4000000000000001,6.6499999999999995,0.7000000000000001
Philpott 3,EAST,0.3377688172043011,0.2,0.95,0.1
Philpott 2,EAST,2.005241935483871,1.4000000000000001,6.6499999999999995,0.7000000000000001
Joliet 7,EAST,0.0,103.60000000000001,492.09999999999997,51.800000000000004
Joliet 8,EAST,0.0,103.60000000000001,492.09999999999997,51.800000000000004
Amos 1,EAST,800.0,160.0,760.0,80.0
Amos 3,EAST,1330.0,266.0,1263.5,133.0
Amos 2,EAST,800.0,160.0,760.0,80.0
Kanawha Rv 2,EAST,200.0,40.0,190.0,20.0
Kanawha Rv 1,EAST,200.0,40.0,190.0,20.0
Sporn 4,EAST,148.1,29.62,140.695,14.81
Sporn 2,EAST,150.1,30.02,142.595,15.01
Sporn 1,EAST,145.0,29.0,137.75,14.5
Sporn 3,EAST,146.1,29.22,138.795,14.61
WVU/MEA,EAST,0.0,10.0,47.5,5.0
Fort Martin 2,EAST,0.0,112.22000000000001,533.045,56.11000000000001
Fort Martin 1,EAST,0.0,110.4,524.4,55.2
Harrison 2,EAST,0.0,130.20000000000002,618.4499999999999,65.10000000000001
Harrison 3,EAST,0.0,132.22,628.045,66.11
Harrison 1,EAST,0.0,131.82000000000002,626.145,65.91000000000001
Kammer Block 200,EAST,210.0,42.0,199.5,21.0
Kammer 1,EAST,205.1,41.02,194.845,20.51
Kammer 3,EAST,208.1,41.620000000000005,197.695,20.810000000000002
Kammer 2,EAST,208.1,41.620000000000005,197.695,20.810000000000002
Mitchell (AEP) 1,EAST,800.0,160.0,760.0,80.0
Mitchell (AEP) 2,EAST,800.0,160.0,760.0,80.0
Mount Storm 3,EAST,0.0,107.2,509.2,53.6
Mount Storm 2,EAST,0.0,110.66,525.6349999999999,55.33
Mount Storm GT 1,EAST,0.0,3.2,15.2,1.6
Mount Storm 1,EAST,0.0,110.2,523.4499999999999,55.1
Easton 21,EAST,6.3,1.26,5.984999999999999,0.63
Easton201,EAST,1.5,0.30000000000000004,1.4249999999999998,0.15000000000000002
Easton 24,EAST,6.3,1.26,5.984999999999999,0.63
Easton202,EAST,1.5,0.30000000000000004,1.4249999999999998,0.15000000000000002
Easton 23,EAST,6.3,1.26,5.984999999999999,0.63
Easton 204,EAST,5.1,1.02,4.845,0.51
Easton 22,EAST,6.3,1.26,5.984999999999999,0.63
Easton 203,EAST,5.1,1.02,4.845,0.51
Greenup 1,EAST,9.847043010752687,4.68,22.229999999999997,2.34
Greenup 2,EAST,0.0,4.68,22.229999999999997,2.34
Greenup 3,EAST,0.0,4.68,22.229999999999997,2.34
Glen Ferris 6 (Hawks Nest),EAST,0.10349462365591397,0.066,0.3135,0.033
Glen Ferris 2 (Hawks Nest),EAST,0.11827956989247312,0.066,0.3135,0.033
Glen Ferris 5 (Hawks Nest),EAST,0.09811827956989247,0.066,0.3135,0.033
Glen Ferris 1 (Hawks Nest),EAST,0.15591397849462366,0.066,0.3135,0.033
Glen Ferris 4 (Hawks Nest),EAST,0.009408602150537635,0.066,0.3135,0.033
Glen Ferris 3 (Hawks Nest),EAST,0.16129032258064516,0.066,0.3135,0.033
Glen Ferris 7 (Hawks Nest),EAST,0.935483870967742,0.35000000000000003,1.6624999999999999,0.17500000000000002
Glen Ferris 8 (Hawks Nest),EAST,0.8776881720430108,0.35000000000000003,1.6624999999999999,0.17500000000000002
Hannibal Dam,EAST,24.717741935483872,6.0200000000000005,28.595,3.0100000000000002
NEPCO NUG,EAST,0.0,10.4,49.4,5.2
MH50 (Sunoil),EAST,53.0,10.600000000000001,50.349999999999994,5.300000000000001
York County RR NUG,EAST,0.0,6.0,28.5,3.0
Archbald,EAST,0.0,5.38,25.554999999999996,2.69
PEI 5,EAST,0.0,0.9199999999999999,4.369999999999999,0.45999999999999996
Archbald 2,EAST,0.0,10.0,47.5,5.0
PEI 6,EAST,0.0,0.9199999999999999,4.369999999999999,0.45999999999999996
Paxton Creek NUG,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Newark Bay COGEN,EAST,147.0,29.400000000000002,139.65,14.700000000000001
Glatfelter NUG,EAST,0.0,7.0,33.25,3.5
Kimberly Clark,EAST,55.0,11.0,52.25,5.5
Bayonne COGEN NUG,EAST,177.3,35.46,168.435,17.73
Rosemary 1,EAST,0.0,39.6,188.1,19.8
Eagle Point COGEN NUG,EAST,237.0,47.400000000000006,225.14999999999998,23.700000000000003
Pottstown 1,EAST,5.0,1.0,4.75,0.5
Westwood 1,EAST,0.0,6.5,30.875,3.25
Mobil NUG (BtM),EAST,44.0,8.8,41.8,4.4
MCRRF1,EAST,0.0,10.4,49.4,5.2
Covanta Fairfax 1 (Ogden Martin),EAST,0.0,14.0,66.5,7.0
Panther Creek NUG,EAST,0.0,16.0,76.0,8.0
Parlin ST1,EAST,23.0,4.6000000000000005,21.849999999999998,2.3000000000000003
Parlin CT1,EAST,39.0,7.800000000000001,37.05,3.9000000000000004
Parlin CT2,EAST,39.0,7.800000000000001,37.05,3.9000000000000004
Parlin ST2,EAST,23.0,4.6000000000000005,21.849999999999998,2.3000000000000003
Cumberland CT 2,EAST,92.0,18.400000000000002,87.39999999999999,9.200000000000001
Cumberland CT 1,EAST,96.0,19.200000000000003,91.19999999999999,9.600000000000001
Marcal NUG,EAST,70.0,14.0,66.5,7.0
Lancaster County RR NUG,EAST,0.0,6.0,28.5,3.0
Wheelabrator-Frackville NUG,EAST,0.0,8.6,40.85,4.3
Gloucester NUG,EAST,12.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Northampton,EAST,0.0,22.400000000000002,106.39999999999999,11.200000000000001
ALD 6,EAST,0.0,1.6,7.6,0.8
PE Hydro,EAST,0.0,1.8399999999999999,8.739999999999998,0.9199999999999999
ALD 5,EAST,0.0,1.4000000000000001,6.6499999999999995,0.7000000000000001
Union County Resource Recovery,EAST,39.0,7.800000000000001,37.05,3.9000000000000004
Bellmeade,EAST,0.0,53.400000000000006,253.64999999999998,26.700000000000003
Scrubgrass NUG,EAST,0.0,17.0,80.75,8.5
Mecklenburg 1 (Buggs Is),EAST,0.0,13.8,65.55,6.9
Mecklenburg 2 (Buggs Is),EAST,0.0,13.8,65.55,6.9
Doswell CC2 (4Rivers5),EAST,0.0,72.60000000000001,344.84999999999997,36.300000000000004
Doswell CC1 (4Rivers5),EAST,0.0,72.60000000000001,344.84999999999997,36.300000000000004
Doswell CT (4Rivers1),EAST,0.0,36.4,172.9,18.2
Yough Dam NUG,EAST,0.0,1.0,4.75,0.5
I95 LF Phase I,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Great Falls Hydro NUG,EAST,1.333508064516129,2.2,10.45,1.1
Elizabeth River 2,EAST,0.0,25.0,118.75,12.5
Elizabeth River 1,EAST,0.0,25.0,118.75,12.5
Elizabeth River 3,EAST,0.0,25.0,118.75,12.5
Pittsylvania (Hurt),EAST,0.0,16.6,78.85,8.3
North Wales D 1,EAST,2.0,0.4,1.9,0.2
Conemaugh Hydro NUG,EAST,0.0,1.6,7.6,0.8
Gude LF,EAST,0.0,0.16000000000000003,0.76,0.08000000000000002
Smith CT 3,EAST,0.0,28.400000000000002,134.9,14.200000000000001
Smith CT 10,EAST,0.0,21.400000000000002,101.64999999999999,10.700000000000001
Smith CT 5,EAST,0.0,19.6,93.1,9.8
Smith CT 6,EAST,0.0,19.6,93.1,9.8
Smith CT 1,EAST,0.0,28.400000000000002,134.9,14.200000000000001
Smith CT 4,EAST,0.0,19.6,93.1,9.8
Smith CT 7,EAST,0.0,19.6,93.1,9.8
Smith CT 9,EAST,0.0,21.400000000000002,101.64999999999999,10.700000000000001
Smith CT 2,EAST,0.0,28.400000000000002,134.9,14.200000000000001
Rensselaer Cogen,EAST,0.0,16.540000000000003,78.565,8.270000000000001
Roanoke Valley 1,EAST,0.0,33.4,158.65,16.7
Spruance 3 (Richmond),EAST,0.0,9.4,44.65,4.7
Spruance 1 (Richmond),EAST,0.0,11.600000000000001,55.099999999999994,5.800000000000001
Spruance 2 (Richmond),EAST,0.0,11.600000000000001,55.099999999999994,5.800000000000001
Spruance 4 (Richmond),EAST,0.0,9.4,44.65,4.7
Birchwood 1,EAST,0.0,47.6,226.1,23.8
Covanta Plymouth (Montenay),EAST,28.0,5.6000000000000005,26.599999999999998,2.8000000000000003
Schuylkill Energy NUG,EAST,0.0,17.6,83.6,8.8
Willamette (PennTech)(Domtar),EAST,0.0,9.8,46.55,4.9
Lakewood NUG,EAST,282.0,56.400000000000006,267.9,28.200000000000003
Cat Tractor NUG,EAST,0.0,11.620000000000001,55.195,5.8100000000000005
I95 LF Phase II,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Wheelabrator Falls NUG,EAST,48.0,9.600000000000001,45.599999999999994,4.800000000000001
Roanoke Valley 2,EAST,0.0,9.0,42.75,4.5
Dinwiddie Diesel,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Weakley Diesel,EAST,0.0,1.62,7.694999999999999,0.81
Grays Ferry Cogen,EAST,163.0,32.6,154.85,16.3
Panda,EAST,0.0,46.0,218.5,23.0
Gordonsville 1 (So.Anna),EAST,0.0,28.8,136.79999999999998,14.4
Gordonsville 2 (So.Anna),EAST,0.0,28.8,136.79999999999998,14.4
Santeetlah 2,EAST,0.0,4.2,19.95,2.1
Santeetlah 1,EAST,0.0,4.2,19.95,2.1
Cheoah 5,EAST,0.0,6.720000000000001,31.919999999999998,3.3600000000000003
Cheoah 4,EAST,0.0,5.5,26.125,2.75
Cheoah 3,EAST,0.0,5.5,26.125,2.75
Cheoah 1,EAST,0.0,5.5,26.125,2.75
Cheoah 2,EAST,0.0,5.5,26.125,2.75
Calderwood 2,EAST,0.0,10.4,49.4,5.2
Calderwood 1,EAST,0.0,10.4,49.4,5.2
Calderwood 3,EAST,0.0,10.4,49.4,5.2
Chilhowee 1,EAST,0.0,3.4000000000000004,16.15,1.7000000000000002
Chilhowee 2,EAST,0.0,3.4000000000000004,16.15,1.7000000000000002
Chilhowee 3,EAST,0.0,3.4000000000000004,16.15,1.7000000000000002
Keystone NUG,EAST,0.0,1.0,4.75,0.5
Manchester,EAST,5.0,1.0,4.75,0.5
Ocean County LF,EAST,9.6,1.92,9.12,0.96
Lakeview,EAST,0.0,1.0,4.75,0.5
Rocky Road CT 33,EAST,0.0,6.0,28.5,3.0
Rocky Road CT 31,EAST,0.0,22.0,104.5,11.0
Rocky Road CT 34,EAST,0.0,22.0,104.5,11.0
